OTUs	Lineage
1178	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Cyanobacteria/Melainabacteria__Group;o_Cyanobacteria;f_Nostocales;g_Nostocaceae;s_Nostoc
1179	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
1180	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae;g_Photorhabdus;s_Photorhabdus__Thracensis
1181	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
1182	r_Root;k_Bacteria;p_Acidobacteria;c_Acidobacteriia;o_Acidobacteriales;f_Acidobacteriaceae;g_Terriglobus;s_Terriglobus__Saanensis
1183	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Negativicutes;f_Veillonellales;g_Veillonellaceae;s_Veillonella
1184	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Devosia;s_Devosia__Ginsengisoli
1185	r_Root;k_Bacteria;p_Elusimicrobia;c_Endomicrobia;o_Endomicrobiales;f_Endomicrobiaceae;g_Endomicrobium;s_Candidatus__Endomicrobium__Trichonymphae
1186	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Nitrosococcus;s_Nitrosococcus__Halophilus
1187	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Staphylococcaceae;s_Staphylococcus
1188	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Sphingobacteriia;g_Sphingobacteriales;s_Sphingobacteriaceae
1189	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Marinobacter;s_Marinobacter__Psychrophilus
1190	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Deltaproteobacteria;f_Desulfovibrionales;g_Desulfovibrionaceae;s_Desulfocurvibacter
1191	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Salicibibacter
1192	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Campylobacterales;g_Campylobacteraceae;s_Arcobacter__Group
1193	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Mycoplasmatales;g_Mycoplasmataceae;s_Mycoplasma
1194	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Neisseriaceae;g_Conchiformibius;s_Conchiformibius__Steedae
1195	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Thermoanaerobacterales;g_Thermoanaerobacterales__Family__Iii.__Incertae__Sedis;s_Caldicellulosiruptor
1196	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Weeksellaceae
1197	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Stappia;s_Unclassified__Stappia
1198	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium/Agrobacterium__Group;s_Rhizobium
1199	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Nitrosomonadaceae;g_Nitrosomonas;s_Unclassified__Nitrosomonas
1200	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae;g_Proteus;s_Proteus__Terrae
1201	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Negativicutes;f_Veillonellales;g_Veillonellaceae;s_Dialister
1202	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Gordoniaceae;s_Gordonia
1203	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Mycoplasmatales;g_Mycoplasmataceae;s_Mycoplasma
1204	r_Root;k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Leptotrichiaceae;g_Sneathia;s_Sneathia__Amnii
1205	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
1206	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Propionibacteriales;g_Nocardioidaceae;s_Nocardioides
1207	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Paenibacillaceae;s_Brevibacillus
1208	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella;s_Legionella__Waltersii
1209	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Streptomycetales;g_Streptomycetaceae;s_Streptomyces
1210	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Hydrogenophaga;s_Hydrogenophaga__Crassostreae
1211	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Nocardiaceae;s_Rhodococcus
1212	"r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacteriaceae__Incertae__Sedis;s_Ant,__Tsetse,__Mealybug,__Aphid,__Etc.__Endosymbionts"
1213	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Staphylococcaceae;s_Staphylococcus
1214	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Bacteroidia;g_Bacteroidales;s_Bacteroidaceae
1215	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Clostridiales;g_Clostridiales__Incertae__Sedis;s_Monoglobus
1216	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Microbacteriaceae;s_Salinibacterium
1217	"r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacteriaceae__Incertae__Sedis;s_Ant,__Tsetse,__Mealybug,__Aphid,__Etc.__Endosymbionts"
1218	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Lautropia;s_Lautropia__Mirabilis
1219	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bartonellaceae;g_Bartonella;s_Bartonella__Schoenbuchensis
1220	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Staphylococcaceae;s_Staphylococcus
1221	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Mycobacteriaceae;s_Mycobacterium
1222	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Novosphingobium;s_Unclassified__Novosphingobium
1223	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Neobacillus
1224	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Pseudonocardiales;g_Pseudonocardiaceae;s_Saccharomonospora
1225	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Mycoavidus;s_Mycoavidus__Cysteinexigens
1226	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
1227	r_Root;k_Bacteria;p_Pvc__Group;c_Verrucomicrobia;o_Opitutae;f_Opitutales;g_Opitutaceae;s_Ereboglobus
1228	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Staphylococcaceae;s_Macrococcus
1229	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Pseudoalteromonadaceae;g_Pseudoalteromonas;s_Pseudoalteromonas__Luteoviolacea
1230	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Microbacteriaceae;s_Microbacterium
1231	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Serratia;s_Serratia__Symbiotica
1232	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Weeksellaceae
1233	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Lactobacillaceae;s_Limosilactobacillus
1234	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bartonellaceae;g_Bartonella;s_Bartonella__Kosoyi
1235	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae;g_Frateuria;s_Frateuria__Aurantia
1236	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Alteromonas;s_Unclassified__Alteromonas
1237	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillales__Incertae__Sedis;s_Bacillales__Family__Xi.__Incertae__Sedis
1238	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Leuconostocaceae;s_Leuconostoc
1239	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Lactobacillaceae;s_Limosilactobacillus
1240	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Nocardiaceae;s_Rhodococcus
1241	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Actinomycetales;g_Actinomycetaceae;s_Actinomyces
1242	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Clostridiales;g_Clostridiaceae;s_Candidatus__Arthromitus
1243	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Weeksellaceae
1244	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Dermatophilaceae;s_Mobilicoccus
1245	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Listeriaceae;s_Listeria
1246	r_Root;k_Bacteria;p_Synergistetes;c_Synergistia;o_Synergistales;f_Synergistaceae;g_Jonquetella;s_Jonquetella__Anthropi
1247	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Thermosediminibacterales;g_Tepidanaerobacteraceae;s_Tepidanaerobacter
1248	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Devosia;s_Unclassified__Devosia
1249	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Deltaproteobacteria;f_Desulfobacterales;g_Desulfobacteraceae;s_Desulfobacterium
1250	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Shewanellaceae;g_Shewanella;s_Shewanella__Livingstonensis
1251	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Ornithinimicrobiaceae;s_Serinicoccus
1252	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Achromobacter;s_Unclassified__Achromobacter
1253	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Micrococcaceae;s_Kocuria
1254	r_Root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Spirochaetaceae;g_Spirochaeta;s_Spirochaeta__Africana
1255	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Alicycliphilus;s_Alicycliphilus__Denitrificans
1256	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Mycoplasmatales;g_Mycoplasmataceae;s_Mycoplasmopsis
1257	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Entomoplasmatales;g_Spiroplasmataceae;s_Spiroplasma
1258	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Thermosediminibacterales;g_Tepidanaerobacteraceae;s_Biomaibacter
1259	r_Root;k_Baculoviridae;p_Alphabaculovirus;c_Agrotis__Ipsilon__Multiple__Nucleopolyhedrovirus
1260	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Chloroflexi;o_Ktedonobacteria;f_Ktedonobacterales;g_Ktedonosporobacteraceae;s_Ktedonosporobacter
1261	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Brevibacteriaceae;s_Brevibacterium
1262	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Streptosporangiales;g_Streptosporangiaceae;s_Nonomuraea
1263	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Marinobacter;s_Unclassified__Marinobacter
1264	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
1265	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Halomonadaceae;g_Zymobacter__Group;s_Candidatus__Carsonella
1266	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Streptomycetales;g_Streptomycetaceae;s_Streptomyces
1267	r_Root;k_Duplodnaviria;p_Heunggongvirae;c_Uroviricota;o_Caudoviricetes;f_Caudovirales;g_Siphoviridae;s_Pahexavirus
1268	r_Root;k_Bacteria;p_Aquificae;c_Aquificae;o_Aquificales;f_Hydrogenothermaceae;g_Persephonella;s_Persephonella__Marina
1269	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Cytophagia;g_Cytophagales;s_Hymenobacteraceae
1270	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pectobacteriaceae;g_Brenneria;s_Brenneria__Goodwinii
1271	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
1272	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Mannheimia;s_Mannheimia__Haemolytica
1273	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Paenibacillaceae;s_Paenibacillus
1274	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Deltaproteobacteria;f_Myxococcales;g_Cystobacterineae;s_Archangiaceae
1275	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiotrichales;f_Piscirickettsiaceae;g_Piscirickettsia;s_Piscirickettsia__Salmonis
1276	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
1277	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Stenotrophomonas;s_Stenotrophomonas__Acidaminiphila
1278	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Phyllobacteriaceae;g_Mesorhizobium;s_Unclassified__Mesorhizobium
1279	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Cytophagia;g_Cytophagales;s_Hymenobacteraceae
1280	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Clostridiales;g_Clostridiaceae;s_Clostridium
1281	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Chlorobi;f_Chlorobia;g_Chlorobiales;s_Chlorobiaceae
1282	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Cyanobacteria/Melainabacteria__Group;o_Cyanobacteria;f_Nostocales;g_Aphanizomenonaceae;s_Raphidiopsis
1283	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Lactobacillaceae;s_Ligilactobacillus
1284	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Orbales;f_Orbaceae;g_Frischella;s_Frischella__Perrara
1285	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Colwelliaceae;g_Thalassotalea;s_Unclassified__Thalassotalea
1286	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Campylobacterales;g_Campylobacteraceae;s_Arcobacter__Group
1287	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Microbacteriaceae;s_Microbacterium
1288	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paraburkholderia;s_Paraburkholderia__Phytofirmans
1289	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Negativicutes;f_Selenomonadales;g_Selenomonadaceae;s_Pectinatus
1290	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter;s_Unclassified__Citrobacter
1291	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bartonellaceae;g_Bartonella;s_Bartonella__Ancashensis
1292	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Chitinophagia;g_Chitinophagales;s_Chitinophagaceae
1293	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
1294	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Microbacteriaceae;s_Mycetocola
1295	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella;s_Klebsiella__Aerogenes
1296	r_Root;k_Duplodnaviria;p_Heunggongvirae;c_Uroviricota;o_Caudoviricetes;f_Caudovirales;g_Siphoviridae;s_Pahexavirus
1297	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Unclassified__Rickettsiales;g_Rickettsiales__Endosymbiont__Of__Stachyamoeba__Lipophora
1298	r_Root;k_Bacteria;p_Pvc__Group;c_Planctomycetes;o_Planctomycetia;f_Planctomycetales;g_Planctomycetaceae;s_Thalassoglobus
1299	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella;s_Legionella__Israelensis
1300	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Microbulbiferaceae;g_Microbulbifer;s_Unclassified__Microbulbifer
1301	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Nocardiaceae;s_Rhodococcus
1302	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Propionibacteriales;g_Nocardioidaceae;s_Nocardioides
1303	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Pseudoalteromonadaceae;g_Pseudoalteromonas;s_Pseudoalteromonas__Issachenkonii
1304	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Micrococcales__Incertae__Sedis;s_Luteimicrobium
1305	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae;g_Dyella;s_Unclassified__Dyella
1306	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Moraxella;s_Moraxella__Cuniculi
1307	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Entomoplasmatales;g_Spiroplasmataceae;s_Spiroplasma
1308	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Pseudoalteromonadaceae;g_Pseudoalteromonas;s_Pseudoalteromonas__Prydzensis
1309	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Paenibacillaceae;s_Brevibacillus
1310	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Campylobacterales;g_Campylobacteraceae;s_Campylobacter
1311	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Carnobacteriaceae;s_Jeotgalibaca
1312	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Negativicutes;f_Selenomonadales;g_Sporomusaceae;s_Methylomusa
1313	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bartonellaceae;g_Bartonella;s_Bartonella__Elizabethae
1314	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Streptococcaceae;s_Streptococcus
1315	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Maricaulales;f_Maricaulaceae;g_Glycocaulis;s_Glycocaulis__Alkaliphilus
1316	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Afipia;s_Unclassified__Afipia
1317	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Lactobacillaceae;s_Lacticaseibacillus
1318	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
1319	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Listeriaceae;s_Listeria
1320	r_Root;k_Duplodnaviria;p_Heunggongvirae;c_Uroviricota;o_Caudoviricetes;f_Caudovirales;g_Siphoviridae;s_Pahexavirus
1321	"r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacteriaceae__Incertae__Sedis;s_Ant,__Tsetse,__Mealybug,__Aphid,__Etc.__Endosymbionts"
1322	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nevskiales;f_Steroidobacteraceae;g_Steroidobacter;s_Steroidobacter__Denitrificans
1323	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Mycobacteriaceae;s_Mycobacterium
1324	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Streptomycetales;g_Streptomycetaceae;s_Streptomyces
1325	r_Root;k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Leptotrichiaceae;g_Leptotrichia;s_Unclassified__Leptotrichia
1326	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Bacillus
1327	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Mycobacteriaceae;s_Mycolicibacterium
1328	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cardiobacteriales;f_Cardiobacteriaceae;g_Dichelobacter;s_Dichelobacter__Nodosus
1329	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Mycobacteriaceae;s_Mycolicibacterium
1330	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Pseudonocardiales;g_Pseudonocardiaceae;s_Pseudonocardia
1331	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter;s_Citrobacter__Pasteurii
1332	"r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacteriaceae__Incertae__Sedis;s_Ant,__Tsetse,__Mealybug,__Aphid,__Etc.__Endosymbionts"
1333	r_Root;k_Bacteria;p_Proteobacteria;c_Oligoflexia;o_Silvanigrellales;f_Silvanigrellaceae;g_Silvanigrella;s_Silvanigrella__Aquatica
1334	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Lactobacillaceae;s_Lactobacillus
1335	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Halanaerobiales;g_Halanaerobiaceae;s_Halothermothrix
1336	r_Root;k_Unclassified__Viruses;p_Lake__Sarah-Associated__Circular__Virus-45
1337	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Rickettsiaceae;g_Rickettsieae;s_Rickettsia
1338	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae;g_Methylomicrobium;s_Methylomicrobium__Album
1339	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Bacillus
1340	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Corynebacteriaceae;s_Corynebacterium
1341	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Mycoplasmatales;g_Mycoplasmataceae;s_Mycoplasmopsis
